index,title,type,release_year,genres,production_countries,imdb_score,imdb_votes
1825,Derry Girls,SHOW,2018,['comedy'],['GB'],8.4,28718
1829,Sorry to Bother You,MOVIE,2018,"['fantasy', 'scifi', 'drama', 'comedy']",['US'],6.9,75653
1834,Legacies,SHOW,2018,"['scifi', 'drama', 'fantasy', 'horror']",['US'],7.3,28877
1836,Den of Thieves,MOVIE,2018,"['thriller', 'action', 'crime', 'drama']",['US'],7,107701
1837,All American,SHOW,2018,"['drama', 'sport']",['US'],7.6,9704
1839,Manifest,SHOW,2018,"['scifi', 'drama', 'thriller']",['US'],7.1,50145
1840,Elite,SHOW,2018,"['crime', 'drama', 'thriller']",['ES'],7.4,73062
1841,Cobra Kai,SHOW,2018,"['action', 'comedy', 'drama', 'sport']",['US'],8.6,163858
1842,You,SHOW,2018,"['thriller', 'crime', 'drama', 'romance']",['US'],7.7,225949
1843,Lost in Space,SHOW,2018,"['scifi', 'action', 'drama', 'thriller', 'family']",['US'],7.3,96868
1846,Good Girls,SHOW,2018,"['comedy', 'drama', 'crime']",['US'],7.7,49867
1848,Bodyguard,SHOW,2018,"['war', 'crime', 'drama', 'thriller', 'european']",['GB'],8.1,114446
1850,Altered Carbon,SHOW,2018,"['scifi', 'thriller', 'action', 'drama']",['US'],7.9,162018
1851,Maniac,SHOW,2018,"['drama', 'scifi', 'comedy']",['US'],7.7,74877
1852,Dirty John,SHOW,2018,"['crime', 'drama']",['US'],7.3,20817
1855,Charmed,SHOW,2018,"['scifi', 'drama', 'fantasy']",['US'],4.5,16091
1856,The Haunting of Hill House,SHOW,2018,"['drama', 'scifi', 'horror', 'thriller']",['US'],8.6,226817
1859,The Nightingale,MOVIE,2018,"['thriller', 'drama', 'horror']",['AU'],7.3,28196
1860,Wild Wild Country,SHOW,2018,"['crime', 'documentation']",['US'],8.1,29298
1861,Somebody Feed Phil,SHOW,2018,['documentation'],['US'],8.2,4420
1863,How It Ends,MOVIE,2018,"['thriller', 'action', 'drama', 'scifi']","['CA', 'US']",5,51513
1868,Ghostland,MOVIE,2018,"['horror', 'thriller', 'drama', 'european']","['FR', 'CA']",6.4,30444
1871,The Ballad of Buster Scruggs,MOVIE,2018,"['western', 'comedy', 'drama', 'romance']",['US'],7.3,141528
1875,The Bureau of Magical Things,SHOW,2018,"['scifi', 'family', 'fantasy']",['AU'],6.7,1914
1878,Safe,SHOW,2018,"['drama', 'thriller', 'crime', 'european']",['GB'],7.2,41822
1880,Trolls: The Beat Goes On!,SHOW,2018,"['comedy', 'romance', 'animation', 'family', 'fantasy']",['US'],5.8,798
1881,Collateral,SHOW,2018,"['drama', 'thriller', 'crime']",['GB'],6.7,17304
1885,The Kominsky Method,SHOW,2018,"['drama', 'comedy']",['US'],8.2,38232
1889,Roma,MOVIE,2018,"['drama', 'european']","['MX', 'US']",7.7,153508
1890,Deadwind,SHOW,2018,"['drama', 'thriller', 'crime']",['FI'],7.3,8762
1895,Watership Down,SHOW,2018,"['animation', 'action', 'drama', 'family', 'fantasy']",['GB'],7.2,6043
1897,Chilling Adventures of Sabrina,SHOW,2018,"['scifi', 'thriller', 'drama', 'horror', 'fantasy']",['US'],7.4,90327
1900,Apostle,MOVIE,2018,"['thriller', 'horror', 'drama', 'fantasy']","['US', 'GB']",6.3,51038
1902,The Package,MOVIE,2018,"['comedy', 'drama', 'thriller']",['US'],5.5,17226
1903,Violet Evergarden,SHOW,2018,"['drama', 'animation', 'scifi', 'fantasy', 'romance']",['JP'],8.4,19940
1904,Narcos: Mexico,SHOW,2018,"['drama', 'crime']",['US'],8.4,80902
1905,Mary Magdalene,MOVIE,2018,['drama'],"['GB', 'US', 'AU']",5.9,10234
1906,Disenchantment,SHOW,2018,"['scifi', 'comedy', 'fantasy', 'animation', 'action']",['US'],7.2,58639
1908,Level 16,MOVIE,2018,"['thriller', 'drama', 'scifi', 'european']",['CA'],6,11118
1909,BAKI,SHOW,2018,"['action', 'animation', 'drama', 'sport']",['JP'],6.7,5706
1911,The Cloverfield Paradox,MOVIE,2018,"['thriller', 'horror', 'scifi', 'drama', 'action']",['US'],5.5,102759
1914,Abducted in Plain Sight,MOVIE,2018,"['crime', 'documentation', 'thriller', 'drama']",['US'],6.8,18165
1916,Seven Seconds,SHOW,2018,"['crime', 'drama']",['US'],7.7,15323
1917,The Witch: Part 1. The Subversion,MOVIE,2018,"['fantasy', 'action', 'european']",['KR'],7.1,9862
1919,Devilman Crybaby,SHOW,2018,"['scifi', 'animation', 'action', 'drama', 'fantasy', 'horror']",['JP'],7.6,18575
1920,Calibre,MOVIE,2018,"['thriller', 'horror', 'drama']",['GB'],6.8,27622
1925,Rust Valley Restorers,SHOW,2018,['documentation'],['CA'],7.8,2732
1926,Bird Box,MOVIE,2018,"['thriller', 'drama', 'horror', 'scifi']",['US'],6.6,325194
1927,Everything Sucks!,SHOW,2018,"['drama', 'comedy']",['US'],7.5,18023
1931,Outlaw King,MOVIE,2018,"['drama', 'action', 'history', 'war']","['GB', 'US']",6.9,69834
1932,Queer Eye,SHOW,2018,['reality'],['US'],8.5,18147
1934,James Acaster: Repertoire,SHOW,2018,['comedy'],['GB'],8.4,3545
1936,Beirut,MOVIE,2018,"['thriller', 'action', 'crime', 'drama']",['US'],6.4,21843
1937,The Night Comes for Us,MOVIE,2018,"['thriller', 'action']",['ID'],6.9,25500
1939,Pine Gap,SHOW,2018,"['drama', 'thriller']",['AU'],7.2,4772
1940,Destination Wedding,MOVIE,2018,"['romance', 'comedy', 'drama']",['US'],6,28933
1941,Nightflyers,SHOW,2018,"['scifi', 'thriller', 'drama', 'horror']",['US'],5.8,13103
1942,Cam,MOVIE,2018,"['horror', 'thriller', 'drama']",['US'],5.9,31042
1943,Black Lightning,SHOW,2018,"['scifi', 'action', 'drama']",['US'],6.1,24646
1945,Malevolent,MOVIE,2018,"['horror', 'thriller']",['GB'],4.8,13290
1947,When We First Met,MOVIE,2018,"['fantasy', 'comedy', 'romance']",['US'],6.4,48215
1948,Extinction,MOVIE,2018,"['drama', 'thriller', 'scifi', 'action']",['US'],5.8,51781
1949,To All the Boys I've Loved Before,MOVIE,2018,"['romance', 'comedy', 'drama']",['US'],7.1,101175
1950,Troy: Fall of a City,SHOW,2018,"['war', 'fantasy', 'romance', 'action']",['GB'],3.9,13677
1952,The Dragon Prince,SHOW,2018,"['scifi', 'animation', 'action', 'drama', 'family', 'fantasy', 'thriller']",['US'],8.4,21635
1954,Everybody Knows,MOVIE,2018,"['drama', 'crime', 'thriller', 'european']","['IT', 'ES', 'FR']",6.9,34009
1956,Requiem,SHOW,2018,"['drama', 'animation', 'fantasy', 'thriller']",['GB'],6.4,6421
1958,Perfume,SHOW,2018,"['crime', 'thriller', 'drama', 'documentation', 'comedy', 'romance']",['DE'],7.1,8536
1959,The Guernsey Literary & Potato Peel Pie Society,MOVIE,2018,"['romance', 'drama', 'history', 'war']","['GB', 'US', 'FR']",7.3,44917
1961,Evil Genius,SHOW,2018,"['crime', 'documentation']",['US'],7.5,27516
1965,Explained,SHOW,2018,['documentation'],['US'],8,8831
1967,Cells at Work!,SHOW,2018,"['action', 'fantasy', 'animation', 'comedy']",['JP'],7.5,2206
1968,She-Ra and the Princesses of Power,SHOW,2018,"['scifi', 'action', 'family', 'animation', 'fantasy', 'comedy', 'drama']",['US'],7.8,14935
1970,The Rain,SHOW,2018,"['drama', 'scifi', 'thriller']",['DK'],7.3,616
1971,The Innocent Man,SHOW,2018,"['documentation', 'crime']",['US'],7.3,5883
1973,Anon,MOVIE,2018,"['scifi', 'drama', 'action', 'crime', 'thriller', 'european']","['US', 'GB']",6.1,42608
1974,Rascal Does Not Dream of Bunny Girl Senpai,SHOW,2018,"['animation', 'comedy', 'thriller', 'fantasy', 'romance', 'drama']",['JP'],8.1,10400
1975,Replicas,MOVIE,2018,"['thriller', 'drama', 'scifi']","['PR', 'US', 'GB', 'CN']",5.5,37340
1976,Private Life,MOVIE,2018,"['drama', 'comedy']",['US'],7.2,19023
1978,A Futile and Stupid Gesture,MOVIE,2018,['comedy'],['US'],6.7,15750
1979,Mirai,MOVIE,2018,"['fantasy', 'animation', 'drama', 'family']",['JP'],7,14983
1980,The Strangers: Prey at Night,MOVIE,2018,"['thriller', 'horror']","['US', 'GB']",5.2,30499
1981,Dirty Money,SHOW,2018,"['crime', 'documentation']",['US'],8.1,9099
1982,Tidelands,SHOW,2018,"['scifi', 'fantasy', 'crime', 'drama']",['AU'],6.8,7727
1983,Hilda,SHOW,2018,"['scifi', 'family', 'fantasy', 'animation', 'comedy', 'drama']",['GB'],8.5,10162
1985,King of Thieves,MOVIE,2018,"['drama', 'crime', 'history']",['GB'],5.5,14081
1986,Hold the Dark,MOVIE,2018,"['thriller', 'horror', 'action', 'drama']",['US'],5.6,36500
1988,Insatiable,SHOW,2018,"['drama', 'comedy', 'thriller']",['US'],6.5,27275
1989,Black Mirror: Bandersnatch,MOVIE,2018,"['scifi', 'thriller', 'fantasy', 'drama']","['GB', 'US']",7.1,123377
1990,Better Than Us,SHOW,2018,"['scifi', 'drama']",['RU'],7.3,8711
1993,RBG,MOVIE,2018,['documentation'],['US'],7.6,14037
1995,The Perfection,MOVIE,2018,"['thriller', 'drama', 'horror', 'music']",['US'],6.1,41508
1997,MEGALOBOX,SHOW,2018,"['action', 'animation', 'drama', 'scifi', 'sport']",['JP'],7.8,3144
1998,The Kindergarten Teacher,MOVIE,2018,"['drama', 'thriller', 'european']",['US'],6.7,15683
2000,Mirage,MOVIE,2018,"['thriller', 'drama', 'documentation', 'fantasy', 'music', 'romance', 'european']",['ES'],7.4,52657
2001,Set It Up,MOVIE,2018,"['comedy', 'romance']",['US'],6.5,49880
2002,An Evening with Beverly Luff Linn,MOVIE,2018,"['crime', 'comedy']","['GB', 'US']",5.8,5457
2003,Transformers: Cyberverse,SHOW,2018,"['action', 'animation', 'scifi']",['US'],6.5,350
2004,The Delivery Boy,MOVIE,2018,"['thriller', 'drama']",['NG'],6.2,74
2005,Wanderlust,SHOW,2018,['drama'],[],7,5225
2007,Little Italy,MOVIE,2018,"['romance', 'comedy']","['US', 'CA']",5.7,14492
2008,Teasing Master Takagi-san,SHOW,2018,"['comedy', 'animation', 'romance']",['JP'],7.7,2030
2009,The Boss Baby: Back in Business,SHOW,2018,"['action', 'comedy', 'animation', 'family', 'fantasy']",['US'],6.4,3595
2010,The Outsider,MOVIE,2018,"['crime', 'thriller', 'action', 'drama']",['US'],6.2,25223
2011,My Next Guest Needs No Introduction With David Letterman,SHOW,2018,[],['US'],7.9,5194
2013,Hannah Gadsby: Nanette,MOVIE,2018,"['comedy', 'documentation']",['AU'],8.1,12035
2014,Banana Split,MOVIE,2018,['comedy'],['US'],6.2,3190
2015,Scissor Seven,SHOW,2018,"['action', 'animation', 'comedy', 'drama', 'fantasy', 'romance']",['CN'],8.5,297
2018,Dumplin',MOVIE,2018,"['comedy', 'drama']",['US'],6.5,33206
2019,Shirkers,MOVIE,2018,['documentation'],"['GB', 'US', 'SG']",7.4,5020
2020,The After Party,MOVIE,2018,"['comedy', 'horror', 'music']",['US'],5.7,4348
2021,Red Joan,MOVIE,2018,"['thriller', 'drama', 'history', 'romance']",['GB'],6.4,12124
2022,Mute,MOVIE,2018,"['thriller', 'drama', 'scifi']","['GB', 'DE']",5.4,34788
2024,Hell Fest,MOVIE,2018,"['horror', 'thriller']",['US'],5.5,16610
2025,Small Town Crime,MOVIE,2018,"['thriller', 'crime']",['US'],6.6,11167
2026,Adrift,MOVIE,2018,"['thriller', 'drama', 'romance', 'action', 'european']","['HK', 'IS', 'US']",6.6,54750
2027,Cathedral of the Sea,SHOW,2018,"['drama', 'history']",['ES'],7.4,4292
2028,Haunted,SHOW,2018,"['documentation', 'horror', 'reality']",['US'],4.6,3150
2029,Happy as Lazzaro,MOVIE,2018,"['fantasy', 'drama', 'european']","['IT', 'CH', 'FR']",7.5,17716
2031,A-X-L,MOVIE,2018,"['scifi', 'family', 'thriller', 'action', 'drama']",['US'],5.3,11785
2032,The Other Side of the Wind,MOVIE,2018,"['drama', 'european']","['US', 'FR', 'IR']",6.7,7104
2035,Salt Fat Acid Heat,SHOW,2018,['documentation'],['US'],7.7,2419
2037,Dark Tourist,SHOW,2018,"['action', 'documentation']",['NZ'],7.5,7158
2038,22-Jul,MOVIE,2018,"['thriller', 'history', 'crime', 'drama', 'european']","['NO', 'US', 'IS']",6.8,33246
2041,Bakugan: Battle Planet,SHOW,2018,"['scifi', 'animation', 'action', 'comedy', 'family', 'fantasy']",['JP'],5.1,220
2042,May the Devil Take You,MOVIE,2018,"['thriller', 'horror']",['ID'],5.9,4209
2045,Dogs,SHOW,2018,['documentation'],['US'],8,1269
2048,Zoids Wild,SHOW,2018,"['scifi', 'action', 'comedy', 'animation']",['JP'],6,25
2050,Mr. Sunshine,SHOW,2018,"['drama', 'action', 'history', 'romance', 'war']",['KR'],8.7,6855
2053,The Kissing Booth,MOVIE,2018,"['romance', 'comedy']",['GB'],5.9,81639
2057,My Mister,SHOW,2018,"['drama', 'family']",['KR'],9.2,5481
2058,Magic for Humans,SHOW,2018,"['comedy', 'reality']",['US'],7.1,3316
2060,1983,SHOW,2018,"['drama', 'crime', 'thriller']",['PL'],6.8,4173
2061,Errementari: The Blacksmith and the Devil,MOVIE,2018,"['drama', 'fantasy', 'horror', 'thriller', 'european']","['ES', 'FR']",6.4,11561
2063,"Game Over, Man!",MOVIE,2018,"['comedy', 'action']",['US'],5.4,29773
2065,Piercing,MOVIE,2018,"['thriller', 'horror']","['FR', 'US']",5.5,7534
2068,Black Earth Rising,SHOW,2018,"['crime', 'thriller']",['GB'],7.4,4790
2070,Mowgli: Legend of the Jungle,MOVIE,2018,"['drama', 'fantasy']","['GB', 'US']",6.5,60870
2071,No Escape Room,MOVIE,2018,"['thriller', 'horror']",['US'],5,4277
2072,I Am a Killer,SHOW,2018,"['crime', 'documentation']",['GB'],7.4,3937
2074,Nailed It!,SHOW,2018,"['reality', 'comedy']",['US'],7.4,4682
2075,Aggretsuko,SHOW,2018,"['animation', 'music', 'romance', 'comedy', 'drama']",['JP'],8,6005
2076,Immortals,SHOW,2018,"['scifi', 'action', 'drama', 'fantasy', 'thriller', 'music']",['TR'],5.4,3087
2077,Ricky Gervais: Humanity,MOVIE,2018,['comedy'],['GB'],7.9,18523
2080,On My Block,SHOW,2018,"['comedy', 'drama']",['US'],7.9,15642
2081,Sunderland 'Til I Die,SHOW,2018,"['documentation', 'sport']",['GB'],8.1,7943
2084,Siberia,MOVIE,2018,"['thriller', 'european', 'crime', 'romance']","['DE', 'CA', 'US']",4.3,15038
2085,Alexa & Katie,SHOW,2018,"['comedy', 'drama']",['US'],7.4,4687
2088,Illang: The Wolf Brigade,MOVIE,2018,"['thriller', 'drama', 'action', 'scifi']",['KR'],5.9,5073
2091,Bitter Daisies,SHOW,2018,"['drama', 'thriller']",['ES'],7.2,3274
2092,The Breaker Upperers,MOVIE,2018,['comedy'],['NZ'],5.9,6008
2095,Life Sentence,SHOW,2018,"['drama', 'comedy']",['US'],6.4,3855
2096,Cry Babies Magic Tears,SHOW,2018,"['animation', 'family']",['FR'],4.8,36
2100,Baby,SHOW,2018,['drama'],['IT'],6.8,10990
2101,Unsolved: The Murders of Tupac and The Notorious B.I.G.,SHOW,2018,['crime'],['US'],7.8,7651
2103,We the Animals,MOVIE,2018,['drama'],['US'],6.9,4181
2105,Welcome Home,MOVIE,2018,"['thriller', 'horror', 'drama']",['US'],5.2,7387
2106,Midnight Sun,MOVIE,2018,"['drama', 'romance', 'european']",['US'],6.6,29565
2108,Tau,MOVIE,2018,"['thriller', 'scifi']",['US'],5.8,30611
2112,The Good Cop,SHOW,2018,"['comedy', 'drama', 'crime', 'documentation']",['US'],6.9,5620
2113,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,MOVIE,2018,"['documentation', 'music']",['US'],7.9,1285
2114,Bathtubs Over Broadway,MOVIE,2018,"['comedy', 'music', 'documentation']",['US'],7.6,1065
2115,Record of Grancrest War,SHOW,2018,"['scifi', 'action', 'fantasy', 'war', 'animation']",['JP'],7.1,893
2116,Hitler's Circle of Evil,SHOW,2018,"['documentation', 'war', 'history']",['GB'],8,4241
2118,Rotten,SHOW,2018,['documentation'],['US'],7.2,3675
2119,Duck Butter,MOVIE,2018,"['drama', 'comedy', 'romance']",['US'],5.3,3909
2121,The Long Dumb Road,MOVIE,2018,['comedy'],['US'],6.1,3172
2122,Abby Hatcher,SHOW,2018,"['fantasy', 'animation', 'comedy', 'family']",['US'],6.1,163
2123,Unauthorized Living,SHOW,2018,['drama'],['ES'],7.4,4555
2124,LEGO Friends: Girls on a Mission,SHOW,2018,['animation'],"['DK', 'US']",7.7,106
2126,Murder Mountain,SHOW,2018,"['crime', 'documentation']",['US'],6.8,3045
2127,Nicky Jam: El Ganador,SHOW,2018,"['drama', 'music']",['PR'],7.7,1129
2128,SKY Castle,SHOW,2018,['drama'],['KR'],8.6,2835
2133,John Mulaney: Kid Gorgeous at Radio City,MOVIE,2018,['comedy'],['US'],7.9,7696
2135,Norm Macdonald Has a Show,SHOW,2018,['comedy'],['US'],8.6,3473
2136,Andhadhun,MOVIE,2018,"['thriller', 'music', 'drama', 'comedy', 'crime']",['IN'],8.2,88359
2138,The Epic Tales of Captain Underpants,SHOW,2018,"['animation', 'comedy', 'family', 'action']",['US'],6.7,879
2139,Ugly Delicious,SHOW,2018,['documentation'],['US'],7.8,3505
2140,The House of Flowers,SHOW,2018,"['drama', 'comedy']",['MX'],7.6,7722
2141,In Darkness,MOVIE,2018,['thriller'],"['GB', 'US']",5.7,13098
2145,The Debt Collector,MOVIE,2018,"['action', 'comedy']","['GB', 'US']",5.8,7344
2149,Lawless Lawyer,SHOW,2018,"['action', 'crime', 'drama', 'thriller']",['KR'],7.7,1572
2150,Reversing Roe,MOVIE,2018,['documentation'],['US'],7.5,1281
2152,The Titan,MOVIE,2018,"['thriller', 'fantasy', 'scifi', 'drama', 'romance']","['US', 'GB', 'ES']",4.8,30698
2153,Welcome to the Family,SHOW,2018,['comedy'],['ES'],6.6,442
2154,Llama Llama,SHOW,2018,"['animation', 'family']",['US'],6.5,270
2159,Dude,MOVIE,2018,"['comedy', 'drama']",['US'],5.2,6873
2163,Ibiza,MOVIE,2018,"['comedy', 'romance']",['US'],5.2,17194
2170,Godzilla: The Planet Eater,MOVIE,2018,"['animation', 'action', 'scifi', 'horror']",['JP'],5,4158
2174,Meteor Garden,SHOW,2018,"['comedy', 'family', 'drama', 'romance']",['CN'],7.9,3921
2175,Wolf,SHOW,2018,"['war', 'drama', 'action', 'thriller']",['TR'],8.1,7426
2177,The Photographer of Mauthausen,MOVIE,2018,"['thriller', 'drama', 'war', 'history', 'european']",['ES'],6.7,10466
2178,The Hollow,SHOW,2018,"['comedy', 'scifi', 'animation', 'drama', 'family']",['CA'],7.1,4198
2179,The Mire,SHOW,2018,"['crime', 'drama', 'thriller']",['PL'],7,4312
2181,GHOUL,SHOW,2018,"['scifi', 'drama', 'fantasy', 'horror']",['IN'],8,6
2182,Transformers: Rescue Bots Academy,SHOW,2018,"['scifi', 'animation', 'action', 'comedy', 'family']",[],6,100
2183,River's Edge,MOVIE,2018,"['drama', 'crime']",['JP'],6.2,942
2184,Hero Mask,SHOW,2018,"['scifi', 'animation', 'action', 'crime']",['JP'],6.1,657
2185,The Fix,SHOW,2018,['comedy'],['US'],7,1895
2187,The Beauty Inside,SHOW,2018,"['drama', 'fantasy', 'romance']",['KR'],7.6,1889
2189,Girl,MOVIE,2018,"['drama', 'european']","['NL', 'BE']",7.1,14046
2191,The Casketeers,SHOW,2018,"['reality', 'documentation']",['NZ'],7.5,450
2192,The Guest,SHOW,2018,"['crime', 'thriller', 'drama', 'horror', 'comedy']",['KR'],8.1,1537
2193,Bleach,MOVIE,2018,"['fantasy', 'action']",['JP'],6.4,11406
2194,Rainbow Rangers,SHOW,2018,"['family', 'fantasy', 'animation']",['US'],5.8,187
2196,Psychokinesis,MOVIE,2018,"['fantasy', 'action', 'comedy']",['KR'],5.9,5519
2198,The Mechanism,SHOW,2018,"['drama', 'thriller', 'crime']",['BR'],8,36077
2199,Mob Psycho 100,SHOW,2018,"['action', 'scifi', 'thriller']",['JP'],5.2,509
2203,Memories of the Alhambra,SHOW,2018,"['action', 'scifi', 'thriller', 'drama', 'romance']",['KR'],7.8,5363
2204,Barbie: Dreamhouse Adventures,SHOW,2018,"['comedy', 'family', 'animation']",['US'],6.7,525
2206,Ad Vitam,SHOW,2018,"['scifi', 'crime', 'drama']",['FR'],6.4,1625
2207,The Angel,MOVIE,2018,"['thriller', 'action', 'drama']","['IL', 'MA', 'US', 'BG', 'GB']",6.6,14013
2208,Patriot Act with Hasan Minhaj,SHOW,2018,['comedy'],['US'],8.2,7222
2209,Benji,MOVIE,2018,"['crime', 'drama', 'family']","['US', 'AE']",6.3,4544
2210,Signs,SHOW,2018,"['thriller', 'crime', 'european']",['PL'],6.4,1608
2211,White Fang,MOVIE,2018,"['animation', 'drama', 'western', 'european']","['FR', 'LU', 'US']",6.9,3634
2212,B: The Beginning,SHOW,2018,"['scifi', 'action', 'drama', 'thriller', 'horror', 'animation', 'fantasy', 'crime']",['JP'],7.1,4803
2213,Sugar Rush,SHOW,2018,['reality'],['US'],7,1508
2214,The Resistance Banker,MOVIE,2018,"['drama', 'war', 'european']",['NL'],6.9,9273
2216,Sacred Games,SHOW,2018,"['action', 'thriller', 'crime', 'drama']",['IN'],8.6,85088
2219,Thieves of the Wood,SHOW,2018,"['drama', 'history', 'action', 'thriller', 'comedy', 'documentation']",['BE'],6.8,2533
2220,The Land of Steady Habits,MOVIE,2018,"['drama', 'comedy']",['US'],6.2,7566
2221,Girl from Nowhere,SHOW,2018,"['drama', 'fantasy', 'horror', 'thriller', 'crime']",['TH'],7.6,3979
2222,Afflicted,SHOW,2018,"['reality', 'documentation']",['BR'],5.1,1119
2224,Paradise PD,SHOW,2018,"['comedy', 'crime', 'animation', 'action']",['US'],6.8,17779
2226,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,MOVIE,2018,"['comedy', 'music', 'documentation']",['US'],7.1,2556
2227,Welcome to Waikiki,SHOW,2018,"['drama', 'comedy', 'reality']",['KR'],8.3,2038
2228,The Inmate,SHOW,2018,"['crime', 'thriller', 'drama']",['MX'],6.9,2641
2229,The Innocents,SHOW,2018,"['drama', 'scifi', 'horror', 'romance', 'thriller']",['GB'],6.2,5784
2233,Instant Hotel,SHOW,2018,['reality'],['AU'],7.3,1482
2236,The Hook Up Plan,SHOW,2018,"['comedy', 'romance']",['FR'],7.2,5212
2237,Kiss Me First,SHOW,2018,"['scifi', 'thriller', 'drama']",['GB'],6.2,3874
2239,November 13: Attack on Paris,SHOW,2018,['documentation'],['FR'],8.3,3105
2240,Life,SHOW,2018,"['drama', 'thriller']",['KR'],7.6,688
2242,Reprisal,MOVIE,2018,"['action', 'thriller', 'crime', 'drama']","['GB', 'US']",4.2,7248
2243,Like Father,MOVIE,2018,"['comedy', 'drama']",['US'],6.1,21202
2244,MILF,MOVIE,2018,"['comedy', 'european']",['FR'],4.8,6047
2246,The Open House,MOVIE,2018,"['horror', 'thriller']",['US'],3.2,33769
2248,The New Legends of Monkey,SHOW,2018,"['scifi', 'action', 'comedy', 'fantasy']",['NZ'],6.4,4308
2249,Medal of Honor,SHOW,2018,"['documentation', 'war']",['US'],8.2,1687
2250,"My Teacher, My Obsession",MOVIE,2018,"['thriller', 'drama']",['US'],4.4,2289
2252,MFKZ,MOVIE,2018,"['crime', 'scifi', 'thriller', 'animation', 'action', 'comedy', 'european']","['JP', 'FR']",6.7,4263
2255,Something in the Rain,SHOW,2018,"['drama', 'romance']",['KR'],8.2,5654
2258,Zero,MOVIE,2018,"['comedy', 'drama', 'scifi', 'romance', 'thriller', 'fantasy', 'european']",['IN'],5.2,27208
2259,The Christmas Chronicles,MOVIE,2018,"['fantasy', 'family', 'comedy']",['US'],7,71182
2260,Nothing to Hide,MOVIE,2018,"['drama', 'comedy', 'european']","['BE', 'FR', 'IT']",6.8,14876
2264,Patrick,MOVIE,2018,"['comedy', 'drama', 'family', 'romance']",['GB'],6.2,150
2267,Gormiti,SHOW,2018,"['comedy', 'action', 'animation', 'fantasy', 'thriller']","['ES', 'IT']",5.3,111
2269,Selection Day,SHOW,2018,"['drama', 'comedy', 'sport']",['IN'],7.4,2176
2270,The Protector,SHOW,2018,"['action', 'scifi', 'fantasy', 'drama']",['TR'],6.5,34396
2271,The World Is Yours,MOVIE,2018,"['crime', 'comedy', 'european']",['FR'],6.3,4246
2273,Outside In,MOVIE,2018,['drama'],['US'],6.7,4611
2274,The Queen of Flow,SHOW,2018,"['drama', 'family', 'music']",['CO'],7.7,1202
2275,Cupcake & Dino - General Services,SHOW,2018,"['animation', 'action', 'comedy', 'family']","['BR', 'CA']",7.5,663
2276,Next Gen,MOVIE,2018,"['animation', 'action', 'family', 'scifi', 'comedy']","['CA', 'CN']",6.6,16964
2279,Daniel Sloss: Live Shows,SHOW,2018,['comedy'],['US'],8.5,3387
2280,Warrior,SHOW,2018,"['action', 'drama', 'crime']",['DK'],6.7,1966
2283,Bangkok Love Stories 2: Innocence,SHOW,2018,"['drama', 'romance']",['TH'],6.7,199
2286,Irreplaceable You,MOVIE,2018,"['drama', 'comedy', 'romance']",['US'],6.4,9442
2287,Dogs of Berlin,SHOW,2018,"['drama', 'thriller', 'action', 'crime']",['DE'],7.5,12453
2290,Tig Notaro: Happy To Be Here,MOVIE,2018,['comedy'],['XX'],6.6,1327
2292,Luis Miguel: The Series,SHOW,2018,"['drama', 'romance', 'history', 'music']",['MX'],8,4556
2294,Cocaine Coast,SHOW,2018,"['drama', 'thriller', 'crime']",['ES'],7.9,3696
2296,Bumping Mics with Jeff Ross & Dave Attell,SHOW,2018,['comedy'],['US'],7.7,1145
2297,I Am Jonas,MOVIE,2018,"['drama', 'romance', 'european']",['FR'],7,5598
2298,Springsteen On Broadway,MOVIE,2018,"['documentation', 'music']",['US'],8.5,2178
2301,7 Days Out,SHOW,2018,['documentation'],['US'],6.8,531
2303,Hi Score Girl,SHOW,2018,"['action', 'animation', 'comedy', 'romance']",['JP'],8,1952
2306,Indian Horse,MOVIE,2018,"['drama', 'sport']",['CA'],7.3,2105
2307,I Am Not an Easy Man,MOVIE,2018,"['comedy', 'european']",['FR'],6.3,14146
2308,The Forgiven,MOVIE,2018,['thriller'],"['ZA', 'GB']",5.9,2427
2312,Car Masters: Rust to Riches,SHOW,2018,['reality'],['US'],8.4,10024
2315,Sparta,SHOW,2018,"['drama', 'thriller']",['RU'],6.6,443
2318,Lego Jurassic World: The Secret Exhibit,SHOW,2018,"['scifi', 'animation', 'action', 'comedy', 'family']",['US'],6.2,244
2321,If I Hadn't Met You,SHOW,2018,"['scifi', 'romance', 'drama', 'fantasy']",['ES'],7.7,2283
2323,Modest Heroes,MOVIE,2018,"['fantasy', 'animation', 'drama', 'family', 'comedy']",['JP'],6.6,2646
2325,Spy Kids: Mission Critical,SHOW,2018,"['action', 'romance', 'thriller', 'scifi', 'family', 'comedy', 'drama', 'animation']",['US'],5.2,372
2326,Mercury 13,MOVIE,2018,['documentation'],['IE'],6.9,1160
2329,When Heroes Fly,SHOW,2018,"['action', 'war', 'drama']",['IL'],7.1,3123
2330,Godzilla: City on the Edge of Battle,MOVIE,2018,"['scifi', 'animation', 'action']",['JP'],5.8,4824
2331,Flint Town,SHOW,2018,"['crime', 'action', 'documentation']",['US'],7.9,3633
2332,Quincy,MOVIE,2018,"['music', 'documentation']",['US'],7.6,4488
2333,Struggle: The Life and Lost Art of Szukalski,MOVIE,2018,"['documentation', 'european']","['US', 'PL']",7.9,4082
